id,count_of_investments,sum_of_investments,users_age,occupation_normalized,investment_objectives,investment_experience,risk_tolerance,years_investing_illiquid,marital_status,investment_time_horizon,liquid_net_worth,years_investing_securities,income_information_type,Cluster
6190,7,110000.0,44,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,1 – 5 years,"$250,001 - $500,000",10 - 15 years,individual,2
6203,1,20000.0,54,Entrepreneur/Investor,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,15 - 20 years,Married,1 – 5 years,"$250,001 - $500,000",10 - 15 years,Unknown,1
6232,5,225000.0,54,Consulting,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",3=extensive,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,5 - 10 years,Married,1 – 5 years,"$1,000,001 - $2,500,000",10 - 15 years,Unknown,3
6235,19,945000.0,47,Corporate,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,5 – 10 years,"$1,000,001 - $2,500,000",10 - 15 years,joint,3
6237,6,200000.0,68,Medical Professional,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,1 – 5 years,"$2,500,001 - $10,000,000",> 20 years,individual,0
6252,2,25000.0,47,Asset Management,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Single,1 – 5 years,"$100,001 - $250,000",1 - 5 years,individual,4
6252,2,25000.0,47,Asset Management,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Single,1 – 5 years,"$1,000,001 - $2,500,000",5 - 10 years,Unknown,4
6271,5,90000.0,47,Science & Engineering,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",3=extensive,High (Risk Tolerant): I am willing to accept a high amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,10 - 15 years,Married,10 – 20 years,"$1,000,001 - $2,500,000",> 20 years,Unknown,3
6277,2,25000.0,53,Executive,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,5 - 10 years,Married,5 – 10 years,"$500,001 - $1,000,000",15 - 20 years,joint,1
6281,12,331500.0,45,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",1=not experienced,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,1 – 5 years,"$500,001 - $1,000,000",5 - 10 years,individual,3
6291,3,40000.0,33,Asset Management,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,High (Risk Tolerant): I am willing to accept a high amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Single,1 – 5 years,"< $100,000",1 - 5 years,individual,2
6292,4,100000.0,51,Corporate,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",3=extensive,High (Risk Tolerant): I am willing to accept a high amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,1 – 5 years,"$2,500,001 - $10,000,000",> 20 years,individual,3
6292,4,100000.0,51,Corporate,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",3=extensive,High (Risk Tolerant): I am willing to accept a high amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,1 – 5 years,"$2,500,001 - $10,000,000",> 20 years,Unknown,3
6298,1,20000.0,36,Real Estate,"Preservation of Capital: You are focused on protecting your initial investment by choosing investments that minimize the potential of a loss of principal, rather than investments with strong prospects for current income or long-term growth. The long-term risk of this strategy is that returns may not offset inflation.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,1 – 5 years,"$100,001 - $250,000",1 - 5 years,Unknown,4
6303,5,55000.0,53,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,5 - 10 years,Married,1 – 5 years,"$500,001 - $1,000,000",5 - 10 years,individual,3
6314,1,10000.0,43,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,10 – 20 years,"$500,001 - $1,000,000",10 - 15 years,Unknown,4
6319,5,145000.0,41,Insurance,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,1 – 5 years,"$100,001 - $250,000",1 - 5 years,individual,2
6328,3,30000.0,55,Corporate,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,15 - 20 years,Married,5 – 10 years,"< $100,000",15 - 20 years,Unknown,3
6328,3,30000.0,55,Corporate,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,5 - 10 years,Married,5 – 10 years,"$100,001 - $250,000",15 - 20 years,Unknown,3
6328,3,30000.0,55,Corporate,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,5 – 10 years,"$100,001 - $250,000",15 - 20 years,individual,3
6328,3,30000.0,55,Corporate,Unknown,Unknown,Unknown,Unknown,Married,Unknown,Unknown,Unknown,Unknown,3
6334,2,124878.0,58,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",3=extensive,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,5 - 10 years,Married,10 – 20 years,"$2,500,001 - $10,000,000",> 20 years,individual,1
6342,18,572500.0,39,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,1 – 5 years,"$500,001 - $1,000,000",5 - 10 years,joint,2
6345,1,10000.0,40,Financial Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,5 – 10 years,"$100,001 - $250,000",1 - 5 years,Unknown,4
6345,1,10000.0,40,Financial Professional,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,1 – 5 years,"$100,001 - $250,000",1 - 5 years,Unknown,4
6348,4,70000.0,31,Sales,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Single,10 – 20 years,"$250,001 - $500,000",5 - 10 years,individual,2
6349,1,20000.0,35,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,High (Risk Tolerant): I am willing to accept a high amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,1 – 5 years,"$1,000,001 - $2,500,000",5 - 10 years,individual,4
6352,1,20000.0,43,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",3=extensive,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,> 20 years,Married,1 – 5 years,"$250,001 - $500,000",> 20 years,individual,4
6353,4,45000.0,34,Law,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Single,1 – 5 years,"$100,001 - $250,000",10 - 15 years,individual,2
6362,1,15000.0,52,Science & Engineering,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,10 - 15 years,Married,5 – 10 years,"$1,000,001 - $2,500,000",> 20 years,individual,1
6374,6,70000.0,43,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,1 – 5 years,"$100,001 - $250,000",1 - 5 years,individual,2
6377,4,850000.0,69,Corporate,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",3=extensive,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,5 - 10 years,Divorced,1 – 5 years,"$1,000,001 - $2,500,000",> 20 years,individual,0
6380,1,15000.0,37,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,1 – 5 years,"$500,001 - $1,000,000",1 - 5 years,joint,4
6381,1,20000.0,42,Consulting,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Single,10 – 20 years,"$500,001 - $1,000,000",10 - 15 years,Unknown,4
6381,1,20000.0,42,Consulting,Unknown,Unknown,Unknown,Unknown,Single,Unknown,Unknown,Unknown,Unknown,4
6389,1,15750.0,47,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,5 - 10 years,Married,1 – 5 years,"$1,000,001 - $2,500,000",5 - 10 years,joint,4
6403,4,190000.0,36,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,1 – 5 years,"$250,001 - $500,000",1 - 5 years,joint,2
6407,1,25000.0,50,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",3=extensive,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,10 - 15 years,Married,5 – 10 years,"$500,001 - $1,000,000",10 - 15 years,individual,1
6415,15,160888.0,31,Science & Engineering,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",3=extensive,High (Risk Tolerant): I am willing to accept a high amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,5 - 10 years,Single,5 – 10 years,"$500,001 - $1,000,000",5 - 10 years,individual,2
6438,10,282483.0,45,Medical Professional,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Single,1 – 5 years,"$100,001 - $250,000",1 - 5 years,individual,2
6440,1,10000.0,41,Medical Professional,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,1 – 5 years,"$100,001 - $250,000",10 - 15 years,Unknown,4
6444,2,20500.0,38,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,1 – 5 years,"$100,001 - $250,000",1 - 5 years,joint,4
6444,2,20500.0,38,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,5 – 10 years,"$100,001 - $250,000",1 - 5 years,Unknown,4
6464,6,140643.0,45,Corporate,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",2=moderate,High (Risk Tolerant): I am willing to accept a high amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Single,10 – 20 years,"$250,001 - $500,000",15 - 20 years,Unknown,2
6464,6,140643.0,45,Corporate,Unknown,Unknown,Unknown,Unknown,Single,Unknown,Unknown,Unknown,Unknown,3
6468,6,90000.0,42,Science & Engineering,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,1 – 5 years,"$100,001 - $250,000",10 - 15 years,joint,2
6468,6,90000.0,42,Science & Engineering,Unknown,Unknown,Unknown,Unknown,Married,Unknown,Unknown,Unknown,Unknown,3
6470,4,65000.0,40,Corporate,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",4=professional,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,5 - 10 years,Married,5 – 10 years,"$500,001 - $1,000,000",15 - 20 years,individual,2
6475,4,50000.0,42,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",3=extensive,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,5 – 10 years,"$250,001 - $500,000",10 - 15 years,joint,2
6488,1,10000.0,35,Financial Professional,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,1 – 5 years,"$100,001 - $250,000",1 - 5 years,individual,4
6494,1,15000.0,43,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Low (Risk Averse): I am willing to accept little to no risk or the potential of loss of capital.,1 - 5 years,Married,< 1 year,"$100,001 - $250,000",15 - 20 years,individual,4
6499,5,125000.0,63,Science & Engineering,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",3=extensive,Low (Risk Averse): I am willing to accept little to no risk or the potential of loss of capital.,10 - 15 years,Married,10 – 20 years,"$500,001 - $1,000,000",> 20 years,individual,0
6499,5,125000.0,63,Science & Engineering,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",3=extensive,Low (Risk Averse): I am willing to accept little to no risk or the potential of loss of capital.,10 - 15 years,Married,5 – 10 years,"$500,001 - $1,000,000",> 20 years,Unknown,0
6499,5,125000.0,63,Science & Engineering,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",3=extensive,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,> 20 years,Married,5 – 10 years,"$2,500,001 - $10,000,000",> 20 years,individual,0
6499,5,125000.0,63,Science & Engineering,Unknown,Unknown,Unknown,Unknown,Married,Unknown,Unknown,Unknown,Unknown,0
6500,6,95000.0,66,Financial Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",3=extensive,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,5 - 10 years,Married,5 – 10 years,"$500,001 - $1,000,000",> 20 years,individual,0
6505,3,30000.0,59,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,15 - 20 years,Married,5 – 10 years,"$1,000,001 - $2,500,000",> 20 years,individual,0
6513,1,10000.0,41,Financial Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",3=extensive,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,10 – 20 years,"$1,000,001 - $2,500,000",10 - 15 years,joint,4
6517,1,10000.0,45,Corporate,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",3=extensive,High (Risk Tolerant): I am willing to accept a high amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,5 - 10 years,Single,10 – 20 years,"$1,000,001 - $2,500,000",> 20 years,individual,1
6521,3,65000.0,34,Science & Engineering,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Single,1 – 5 years,"$250,001 - $500,000",5 - 10 years,individual,2
6524,1,25000.0,46,Financial Professional,Speculation: You are focused solely on achieving the highest possible overall returns and you recognize and are able to bear the full risk of loss of some or all principal in such investments.,3=extensive,High (Risk Tolerant): I am willing to accept a high amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,5 - 10 years,Married,1 – 5 years,"$100,001 - $250,000",15 - 20 years,Unknown,1
6524,1,25000.0,46,Financial Professional,Speculation: You are focused solely on achieving the highest possible overall returns and you recognize and are able to bear the full risk of loss of some or all principal in such investments.,3=extensive,High (Risk Tolerant): I am willing to accept a high amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,10 - 15 years,Married,1 – 5 years,"$500,001 - $1,000,000",> 20 years,individual,1
6538,1,10000.0,66,Medical Professional,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",1=not experienced,Low (Risk Averse): I am willing to accept little to no risk or the potential of loss of capital.,1 - 5 years,Married,1 – 5 years,"$250,001 - $500,000",1 - 5 years,individual,1
6558,2,30000.0,30,Science & Engineering,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Single,1 – 5 years,"< $100,000",1 - 5 years,individual,4
6559,4,35000.0,63,Retired,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",3=extensive,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,15 - 20 years,Married,1 – 5 years,"< $100,000",> 20 years,joint,0
6559,4,35000.0,63,Retired,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",3=extensive,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,10 - 15 years,Married,1 – 5 years,"$250,001 - $500,000",10 - 15 years,Unknown,0
6565,1,10000.0,40,Science & Engineering,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",3=extensive,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,5 - 10 years,Married,10 – 20 years,"$250,001 - $500,000",10 - 15 years,Unknown,4
6570,1,10000.0,34,Corporate,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,1 – 5 years,"$100,001 - $250,000",5 - 10 years,Unknown,4
6576,1,25000.0,42,Law,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",3=extensive,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Single,1 – 5 years,"$250,001 - $500,000",15 - 20 years,individual,4
6583,1,15000.0,43,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Single,10 – 20 years,"< $100,000",5 - 10 years,individual,4
6596,2,30000.0,37,Science & Engineering,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",3=extensive,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Single,1 – 5 years,"$1,000,001 - $2,500,000",5 - 10 years,individual,4
6602,1,10000.0,46,Medical Professional,Speculation: You are focused solely on achieving the highest possible overall returns and you recognize and are able to bear the full risk of loss of some or all principal in such investments.,2=moderate,High (Risk Tolerant): I am willing to accept a high amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Single,1 – 5 years,"$250,001 - $500,000",15 - 20 years,individual,4
6605,3,40000.0,49,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,1 – 5 years,"$250,001 - $500,000",10 - 15 years,individual,2
6608,4,70000.0,39,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,1 – 5 years,"$250,001 - $500,000",1 - 5 years,individual,2
6620,4,150000.0,53,Consulting,"Income: You are focused on investments that provide current income, rather than the potential for significant long-term growth of principal.",3=extensive,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,> 20 years,Married,1 – 5 years,"$100,001 - $250,000",> 20 years,joint,3
6620,4,150000.0,53,Consulting,Unknown,Unknown,Unknown,Unknown,Married,Unknown,Unknown,Unknown,Unknown,3
6628,7,80000.0,55,Medical Professional,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,5 - 10 years,Married,1 – 5 years,"$1,000,001 - $2,500,000",15 - 20 years,individual,3
6629,1,100000.0,59,Retired,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",3=extensive,High (Risk Tolerant): I am willing to accept a high amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,15 - 20 years,Married,5 – 10 years,"$1,000,001 - $2,500,000",> 20 years,individual,1
6629,1,100000.0,59,Retired,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",3=extensive,High (Risk Tolerant): I am willing to accept a high amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,15 - 20 years,Married,5 – 10 years,"$10,000,000 +",15 - 20 years,Unknown,1
6632,6,60000.0,32,Other,"Growth: You are focused on increasing the value of your investment over time through either current income, asset appreciation or both, recognizing that higher returns may be correlated to higher risk.",2=moderate,Moderate: I am willing to accept a moderate amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,1 – 5 years,"$1,000,001 - $2,500,000",1 - 5 years,joint,2
6634,4,45000.0,37,Medical Professional,Speculation: You are focused solely on achieving the highest possible overall returns and you recognize and are able to bear the full risk of loss of some or all principal in such investments.,3=extensive,High (Risk Tolerant): I am willing to accept a high amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,1 - 5 years,Married,5 – 10 years,"$250,001 - $500,000",10 - 15 years,individual,2
6636,1,11125.0,41,Asset Management,Speculation: You are focused solely on achieving the highest possible overall returns and you recognize and are able to bear the full risk of loss of some or all principal in such investments.,3=extensive,High (Risk Tolerant): I am willing to accept a high amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,10 - 15 years,Single,1 – 5 years,"$2,500,001 - $10,000,000",10 - 15 years,individual,4
6636,1,11125.0,41,Asset Management,Speculation: You are focused solely on achieving the highest possible overall returns and you recognize and are able to bear the full risk of loss of some or all principal in such investments.,3=extensive,High (Risk Tolerant): I am willing to accept a high amount of risk including the potential loss of all capital invested for the potential of long or short term capital gain.,10 - 15 years,Single,1 – 5 years,"$2,500,001 - $10,000,000",10 - 15 years,Unknown,4
